Unnamed: 0,id,author,summary_id,accuracy,relevance,creativity,specificity,feasibility,red_flags,id_summary,model,task_index,accuracy_summary,relevance_summary,novelty,specificity_summary,feasibility_summary,accuracy_adjusted,relevance_adjusted,creativity_adjusted,specificity_adjusted,feasibility_adjusted,red_flags_adjusted
191,406,Schneider,63,8,8,7,8,10,0,63,babyagi-gpt-4,2,8,9,7,9,7,-0.5666666666666664,0.9666666666666668,0.9333333333333336,1.7333333333333334,2.3666666666666663,-0.0666666666666666
192,529,Kather,63,7,2,1,1,4,0,63,babyagi-gpt-4,2,8,9,7,9,7,0.4666666666666668,-2.2333333333333334,-2.4,-2.2333333333333334,-0.4000000000000003,0.0
193,33,Dyke,24,8,7,6,7,8,0,24,camel-gpt4,3,9,10,7,9,8,0.0999999999999996,-0.2999999999999998,-1.0999999999999996,-0.4000000000000003,-0.3000000000000007,-0.1
194,132,Clusmann,24,7,9,9,7,8,0,24,camel-gpt4,3,9,10,7,9,8,-0.2000000000000001,2.1,2.1,0.9000000000000004,1.7999999999999998,0.0
195,237,Truhn,24,7,6,5,6,6,0,24,camel-gpt4,3,9,10,7,9,8,-1.0,-0.9000000000000004,-0.7999999999999998,0.0999999999999996,-0.7000000000000002,0.0
196,340,Isabella,24,10,10,5,9,9,0,24,camel-gpt4,3,9,10,7,9,8,0.0,0.5999999999999996,0.2000000000000001,1.0,2.7,0.0
197,493,Schneider,24,9,7,7,7,7,0,24,camel-gpt4,3,9,10,7,9,8,-0.3000000000000007,-0.5999999999999996,-0.2999999999999998,-0.5,-0.9000000000000004,0.0
198,533,Kather,24,7,5,3,2,6,0,24,camel-gpt4,3,9,10,7,9,8,-0.2000000000000001,-0.9000000000000004,-2.2,-3.4000000000000004,0.7000000000000002,0.0
199,34,Dyke,59,9,7,6,7,9,0,59,babyagi-gpt-4,3,10,10,8,10,9,0.8333333333333339,-0.5333333333333332,-0.9000000000000004,-0.0999999999999996,0.9666666666666668,0.0
200,134,Clusmann,59,5,2,1,2,5,0,59,babyagi-gpt-4,3,10,10,8,10,9,-1.0,-2.3,-2.7666666666666666,-1.4,-0.5333333333333332,-0.0666666666666666
201,239,Truhn,59,7,6,2,2,7,0,59,babyagi-gpt-4,3,10,10,8,10,9,-0.8666666666666663,-0.4333333333333335,-2.2333333333333334,-2.5666666666666664,-0.3666666666666662,0.0
202,342,Isabella,59,9,5,4,2,10,0,59,babyagi-gpt-4,3,10,10,8,10,9,0.2333333333333325,-1.333333333333333,0.9333333333333332,-2.533333333333333,3.9,0.0
203,436,Schneider,59,9,6,6,6,8,0,59,babyagi-gpt-4,3,10,10,8,10,9,0.4333333333333335,-1.0333333333333332,-0.0666666666666664,-0.2666666666666666,0.3666666666666662,-0.0666666666666666
204,534,Kather,59,7,6,7,4,7,0,59,babyagi-gpt-4,3,10,10,8,10,9,0.4666666666666668,1.7666666666666666,3.6,0.7666666666666666,2.6,0.0
205,35,Dyke,72,8,7,7,7,8,0,72,babyagi-gpt-4,3,8,8,7,9,7,-0.166666666666666,-0.5333333333333332,0.0999999999999996,-0.0999999999999996,-0.0333333333333332,0.0
206,139,Clusmann,72,6,2,2,2,5,0,72,babyagi-gpt-4,3,8,8,7,9,7,0.0,-2.3,-1.7666666666666666,-1.4,-0.5333333333333332,-0.0666666666666666
207,240,Truhn,72,8,7,2,3,7,0,72,babyagi-gpt-4,3,8,8,7,9,7,0.1333333333333337,0.5666666666666664,-2.2333333333333334,-1.5666666666666664,-0.3666666666666662,0.0
208,336,Isabella,72,9,5,2,2,8,0,72,babyagi-gpt-4,3,8,8,7,9,7,0.2333333333333325,-1.333333333333333,-1.0666666666666669,-2.533333333333333,1.9000000000000004,0.0
209,426,Schneider,72,8,7,6,6,8,0,72,babyagi-gpt-4,3,8,8,7,9,7,-0.5666666666666664,-0.0333333333333332,-0.0666666666666664,-0.2666666666666666,0.3666666666666662,-0.0666666666666666
210,541,Kather,72,6,2,2,2,5,0,72,babyagi-gpt-4,3,8,8,7,9,7,-0.5333333333333332,-2.2333333333333334,-1.4,-1.2333333333333334,0.5999999999999996,0.0
211,36,Dyke,76,6,7,7,10,8,0,76,babyagi-gpt-4,3,7,9,7,8,8,-2.166666666666666,-0.5333333333333332,0.0999999999999996,2.9000000000000004,-0.0333333333333332,0.0
212,133,Clusmann,76,6,3,3,2,7,0,76,babyagi-gpt-4,3,7,9,7,8,8,0.0,-1.2999999999999998,-0.7666666666666666,-1.4,1.4666666666666668,-0.0666666666666666
213,235,Truhn,76,8,5,2,2,9,0,76,babyagi-gpt-4,3,7,9,7,8,8,0.1333333333333337,-1.4333333333333336,-2.2333333333333334,-2.5666666666666664,1.6333333333333335,0.0
214,337,Isabella,76,9,6,4,4,6,0,76,babyagi-gpt-4,3,7,9,7,8,8,0.2333333333333325,-0.333333333333333,0.9333333333333332,-0.5333333333333332,-0.0999999999999996,0.0
215,451,Schneider,76,9,7,7,7,7,0,76,babyagi-gpt-4,3,7,9,7,8,8,0.4333333333333335,-0.0333333333333332,0.9333333333333336,0.7333333333333334,-0.6333333333333337,-0.0666666666666666
216,532,Kather,76,7,3,2,1,5,0,76,babyagi-gpt-4,3,7,9,7,8,8,0.4666666666666668,-1.2333333333333334,-1.4,-2.2333333333333334,0.5999999999999996,0.0
217,37,Dyke,3,10,10,8,10,10,0,3,llama-2-7b-chat,3,10,10,10,10,8,1.5999999999999996,1.4000000000000004,0.5999999999999996,2.3,1.6999999999999993,0.0
218,135,Clusmann,3,7,6,4,5,7,0,3,llama-2-7b-chat,3,10,10,10,10,8,-0.4000000000000003,-1.7999999999999998,-2.3,-1.0999999999999996,0.5,0.0
219,233,Truhn,3,8,7,3,3,7,0,3,llama-2-7b-chat,3,10,10,10,10,8,0.0,0.4000000000000003,-1.7999999999999998,-2.2,-0.2000000000000001,0.0
220,335,Isabella,3,8,8,4,8,5,0,3,llama-2-7b-chat,3,10,10,10,10,8,-1.5,-0.3000000000000007,-0.9000000000000004,0.7000000000000002,-1.5999999999999996,0.0
221,435,Schneider,3,9,8,6,6,8,0,3,llama-2-7b-chat,3,10,10,10,10,8,-0.1999999999999993,0.5,-0.4000000000000003,-0.7000000000000002,0.4000000000000003,0.0
222,540,Kather,3,6,4,5,5,6,0,3,llama-2-7b-chat,3,10,10,10,10,8,-0.5999999999999996,-1.5999999999999996,0.4000000000000003,0.4000000000000003,1.4000000000000004,0.0
223,38,Dyke,37,9,9,7,7,8,0,37,gpt-3.5-turbo,3,9,10,8,10,8,0.5,0.9000000000000004,0.0999999999999996,-0.2999999999999998,-0.1999999999999993,-0.1
224,136,Clusmann,37,8,7,4,4,5,0,37,gpt-3.5-turbo,3,9,10,8,10,8,0.4000000000000003,-0.5999999999999996,-2.7,-2.1,-1.4000000000000004,0.0
225,241,Truhn,37,8,8,5,6,7,0,37,gpt-3.5-turbo,3,9,10,8,10,8,0.0,1.2000000000000002,-0.5,0.0999999999999996,-0.2000000000000001,0.0
226,341,Isabella,37,10,10,3,7,5,0,37,gpt-3.5-turbo,3,9,10,8,10,8,0.0999999999999996,1.0,-0.7000000000000002,-0.2999999999999998,-1.4000000000000004,0.0
227,475,Schneider,37,9,9,8,8,8,0,37,gpt-3.5-turbo,3,9,10,8,10,8,-0.0999999999999996,0.5999999999999996,0.7999999999999998,0.7000000000000002,0.0999999999999996,0.0
228,535,Kather,37,7,6,2,2,6,0,37,gpt-3.5-turbo,3,9,10,8,10,8,0.7000000000000002,0.9000000000000004,-2.1,-1.7999999999999998,0.9000000000000004,0.0
229,39,Dyke,41,8,8,9,9,8,1,41,cot-gpt-4-manual-cot,3,7,8,6,9,9,-0.1999999999999993,0.4000000000000003,1.5999999999999996,1.4000000000000004,0.0,0.9
230,140,Clusmann,41,7,6,6,6,7,0,41,cot-gpt-4-manual-cot,3,7,8,6,9,9,-0.2000000000000001,-1.2000000000000002,-0.0999999999999996,-0.2000000000000001,0.4000000000000003,0.0
231,238,Truhn,41,8,7,3,5,7,0,41,cot-gpt-4-manual-cot,3,7,8,6,9,9,-0.1999999999999993,0.0999999999999996,-1.9000000000000004,-0.5999999999999996,-0.4000000000000003,0.0
232,343,Isabella,41,9,7,6,8,7,0,41,cot-gpt-4-manual-cot,3,7,8,6,9,9,-0.6999999999999993,-1.9000000000000004,1.7999999999999998,0.7999999999999998,0.7999999999999998,0.0
233,461,Schneider,41,10,10,9,9,8,0,41,cot-gpt-4-manual-cot,3,7,8,6,9,9,0.6363636363636367,2.1818181818181817,2.090909090909091,1.363636363636363,-0.1818181818181816,0.0
234,542,Kather,41,7,5,6,5,5,0,41,cot-gpt-4-manual-cot,3,7,8,6,9,9,-0.2000000000000001,-0.2000000000000001,1.5,1.0,0.5999999999999996,0.0
235,40,Dyke,90,8,9,6,8,9,0,90,cot-gpt-4-zero-shot-cot,3,9,10,7,9,8,-0.5,1.0,-1.7000000000000002,0.0,0.6999999999999993,-0.2
236,137,Clusmann,90,8,10,9,9,8,0,90,cot-gpt-4-zero-shot-cot,3,9,10,7,9,8,0.9000000000000004,3.1,2.7,3.1,1.2999999999999998,0.0
237,232,Truhn,90,6,7,5,6,7,0,90,cot-gpt-4-zero-shot-cot,3,9,10,7,9,8,-1.7999999999999998,-0.2000000000000001,0.0,0.4000000000000003,-0.5,0.0
238,344,Isabella,90,10,10,6,9,4,0,90,cot-gpt-4-zero-shot-cot,3,9,10,7,9,8,0.3000000000000007,1.0,1.4000000000000004,1.2000000000000002,-1.7999999999999998,0.0
239,498,Schneider,90,10,10,8,7,8,0,90,cot-gpt-4-zero-shot-cot,3,9,10,7,9,8,0.8000000000000007,2.1,1.0,-0.2000000000000001,0.2999999999999998,0.0
240,539,Kather,90,10,10,8,8,9,0,90,cot-gpt-4-zero-shot-cot,3,9,10,7,9,8,2.7,3.9,3.4000000000000004,2.5,3.2,0.0
241,41,Dyke,16,8,7,7,9,8,1,16,gpt-4,3,10,10,9,10,8,0.2999999999999998,-1.1999999999999993,-0.5999999999999996,0.8000000000000007,-0.4000000000000003,0.8
242,138,Clusmann,16,8,8,9,7,7,0,16,gpt-4,3,10,10,9,10,8,1.0,0.0999999999999996,2.3,0.2999999999999998,0.5,-0.1
243,236,Truhn,16,8,6,4,6,5,0,16,gpt-4,3,10,10,9,10,8,0.0,-1.2000000000000002,-1.2999999999999998,-0.2000000000000001,-2.3,0.0
244,338,Isabella,16,10,9,4,6,2,0,16,gpt-4,3,10,10,9,10,8,0.3000000000000007,0.5999999999999996,-0.2999999999999998,-1.7999999999999998,-3.7,0.0
245,420,Schneider,16,9,10,8,8,8,0,16,gpt-4,3,10,10,9,10,8,0.0,1.7272727272727266,0.7272727272727275,0.1818181818181816,-0.3636363636363633,-0.0909090909090909
246,537,Kather,16,8,7,7,8,7,0,16,gpt-4,3,10,10,9,10,8,0.7000000000000002,0.9000000000000004,2.0,3.7,2.4000000000000004,0.0
247,42,Dyke,100,8,8,7,10,9,1,100,bard,3,8,9,7,8,7,-0.4000000000000003,0.0999999999999996,-0.2000000000000001,2.2,0.4000000000000003,0.7
248,131,Clusmann,100,9,8,5,9,6,0,100,bard,3,8,9,7,8,7,1.7272727272727275,1.8181818181818183,-0.6363636363636367,3.1818181818181817,-0.0909090909090908,-0.0909090909090909
249,141,Clusmann,100,8,9,6,7,8,0,100,bard,3,8,9,7,8,7,0.7272727272727275,2.8181818181818183,0.3636363636363633,1.1818181818181817,1.9090909090909087,-0.0909090909090909
250,234,Truhn,100,7,7,4,6,6,0,100,bard,3,8,9,7,8,7,-0.9000000000000004,0.2999999999999998,-0.9000000000000004,0.2999999999999998,-0.5999999999999996,0.0
251,339,Isabella,100,10,9,5,6,4,0,100,bard,3,8,9,7,8,7,0.6999999999999993,0.4000000000000003,1.6,-0.0999999999999996,-1.5999999999999996,0.0
252,536,Kather,100,7,8,7,8,6,0,100,bard,3,8,9,7,8,7,0.0,1.7999999999999998,2.4000000000000004,2.9000000000000004,1.5,0.0
253,43,Dyke,15,9,9,7,8,9,0,15,gpt-4,4,9,10,9,7,8,1.2999999999999998,0.8000000000000007,-0.5999999999999996,-0.1999999999999993,0.5999999999999996,-0.2
254,142,Clusmann,15,6,7,4,4,5,0,15,gpt-4,4,9,10,9,7,8,-1.0,-0.9000000000000004,-2.7,-2.7,-1.5,-0.1
255,245,Truhn,15,8,7,8,7,6,0,15,gpt-4,4,9,10,9,7,8,0.0,-0.2000000000000001,2.7,0.7999999999999998,-1.2999999999999998,0.0
256,346,Isabella,15,9,9,5,8,6,0,15,gpt-4,4,9,10,9,7,8,-0.6999999999999993,0.5999999999999996,0.7000000000000002,0.2000000000000001,0.2999999999999998,0.0
257,487,Schneider,15,9,8,7,7,8,0,15,gpt-4,4,9,10,9,7,8,0.0,-0.2727272727272734,-0.2727272727272725,-0.8181818181818183,-0.3636363636363633,-0.0909090909090909
258,550,Kather,15,10,3,2,1,2,0,15,gpt-4,4,9,10,9,7,8,2.7,-3.1,-3.0,-3.3,-2.6,0.0
259,44,Dyke,26,8,7,7,8,9,0,26,camel-gpt4,4,9,10,8,10,7,0.0999999999999996,-0.2999999999999998,-0.0999999999999996,0.5999999999999996,0.6999999999999993,-0.1
260,149,Clusmann,26,4,2,3,3,6,0,26,camel-gpt4,4,9,10,8,10,7,-3.2,-4.9,-3.9,-3.1,-0.2000000000000001,0.0
261,246,Truhn,26,8,8,7,7,6,0,26,camel-gpt4,4,9,10,8,10,7,0.0,1.0999999999999996,1.2000000000000002,1.0999999999999996,-0.7000000000000002,0.0
262,348,Isabella,26,10,9,4,9,6,0,26,camel-gpt4,4,9,10,8,10,7,0.0,-0.4000000000000003,-0.7999999999999998,1.0,-0.2999999999999998,0.0
263,422,Schneider,26,9,9,9,8,8,0,26,camel-gpt4,4,9,10,8,10,7,-0.3000000000000007,1.4000000000000004,1.7000000000000002,0.5,0.0999999999999996,0.0
264,543,Kather,26,7,3,3,2,3,0,26,camel-gpt4,4,9,10,8,10,7,-0.2000000000000001,-2.9000000000000004,-2.2,-3.4000000000000004,-2.3,0.0
265,45,Dyke,89,10,8,6,7,8,0,89,cot-gpt-4-zero-shot-cot,4,10,9,8,10,7,1.5,0.0,-1.7000000000000002,-1.0,-0.3000000000000007,-0.2
266,145,Clusmann,89,5,6,5,6,5,0,89,cot-gpt-4-zero-shot-cot,4,10,9,8,10,7,-2.1,-0.9000000000000004,-1.2999999999999998,0.0999999999999996,-1.7000000000000002,0.0
267,249,Truhn,89,8,7,5,5,8,0,89,cot-gpt-4-zero-shot-cot,4,10,9,8,10,7,0.2000000000000001,-0.2000000000000001,0.0,-0.5999999999999996,0.5,0.0
268,352,Isabella,89,10,10,5,9,5,0,89,cot-gpt-4-zero-shot-cot,4,10,9,8,10,7,0.3000000000000007,1.0,0.4000000000000003,1.2000000000000002,-0.7999999999999998,0.0
269,415,Schneider,89,9,7,5,6,8,0,89,cot-gpt-4-zero-shot-cot,4,10,9,8,10,7,-0.1999999999999993,-0.9000000000000004,-2.0,-1.2000000000000002,0.2999999999999998,0.0
270,545,Kather,89,10,8,7,8,7,0,89,cot-gpt-4-zero-shot-cot,4,10,9,8,10,7,2.7,1.9000000000000004,2.4000000000000004,2.5,1.2000000000000002,0.0
271,46,Dyke,44,9,8,7,9,8,0,44,cot-gpt-4-manual-cot,4,9,9,8,10,7,0.8000000000000007,0.4000000000000003,-0.4000000000000003,1.4000000000000004,0.0,-0.1
272,144,Clusmann,44,8,9,8,8,7,0,44,cot-gpt-4-manual-cot,4,9,9,8,10,7,0.7999999999999998,1.7999999999999998,1.9000000000000004,1.7999999999999998,0.4000000000000003,0.0
273,251,Truhn,44,9,7,7,8,7,0,44,cot-gpt-4-manual-cot,4,9,9,8,10,7,0.8000000000000007,0.0999999999999996,2.1,2.4000000000000004,-0.4000000000000003,0.0
274,351,Isabella,44,10,10,6,10,6,0,44,cot-gpt-4-manual-cot,4,9,9,8,10,7,0.3000000000000007,1.0999999999999996,1.7999999999999998,2.8,-0.2000000000000001,0.0
275,452,Schneider,44,10,10,10,10,7,0,44,cot-gpt-4-manual-cot,4,9,9,8,10,7,0.6363636363636367,2.1818181818181817,3.090909090909091,2.3636363636363638,-1.1818181818181817,0.0
276,551,Kather,44,6,3,2,4,3,0,44,cot-gpt-4-manual-cot,4,9,9,8,10,7,-1.2000000000000002,-2.2,-2.5,0.0,-1.4000000000000004,0.0
277,47,Dyke,5,10,9,7,8,10,0,5,llama-2-7b-chat,4,9,8,8,9,7,1.5999999999999996,0.4000000000000003,-0.4000000000000003,0.2999999999999998,1.6999999999999993,0.0
278,150,Clusmann,5,9,9,9,7,8,0,5,llama-2-7b-chat,4,9,8,8,9,7,1.5999999999999996,1.2000000000000002,2.7,0.9000000000000004,1.5,0.0
279,242,Truhn,5,8,6,6,7,6,0,5,llama-2-7b-chat,4,9,8,8,9,7,0.0,-0.5999999999999996,1.2000000000000002,1.7999999999999998,-1.2000000000000002,0.0
280,349,Isabella,5,10,10,5,10,6,0,5,llama-2-7b-chat,4,9,8,8,9,7,0.5,1.6999999999999993,0.0999999999999996,2.7,-0.5999999999999996,0.0
281,405,Schneider,5,9,9,9,8,6,0,5,llama-2-7b-chat,4,9,8,8,9,7,-0.1999999999999993,1.5,2.6,1.2999999999999998,-1.5999999999999996,0.0
282,547,Kather,5,5,5,4,5,4,0,5,llama-2-7b-chat,4,9,8,8,9,7,-1.5999999999999996,-0.5999999999999996,-0.5999999999999996,0.4000000000000003,-0.5999999999999996,0.0
283,48,Dyke,65,8,8,7,7,8,0,65,babyagi-gpt-4,4,8,9,7,8,6,-0.166666666666666,0.4666666666666668,0.0999999999999996,-0.0999999999999996,-0.0333333333333332,0.0
284,147,Clusmann,65,5,3,3,2,5,0,65,babyagi-gpt-4,4,8,9,7,8,6,-1.0,-1.2999999999999998,-0.7666666666666666,-1.4,-0.5333333333333332,-0.0666666666666666
285,243,Truhn,65,8,5,4,3,8,0,65,babyagi-gpt-4,4,8,9,7,8,6,0.1333333333333337,-1.4333333333333336,-0.2333333333333334,-1.5666666666666664,0.6333333333333337,0.0
286,354,Isabella,65,10,10,4,8,9,0,65,babyagi-gpt-4,4,8,9,7,8,6,1.2333333333333325,3.666666666666667,0.9333333333333332,3.466666666666667,2.9000000000000004,0.0
287,439,Schneider,65,7,9,6,7,5,0,65,babyagi-gpt-4,4,8,9,7,8,6,-1.5666666666666664,1.9666666666666668,-0.0666666666666664,0.7333333333333334,-2.6333333333333337,-0.0666666666666666
288,544,Kather,65,8,3,3,3,3,0,65,babyagi-gpt-4,4,8,9,7,8,6,1.4666666666666668,-1.2333333333333334,-0.3999999999999999,-0.2333333333333334,-1.4000000000000004,0.0
289,49,Dyke,71,8,6,6,5,8,0,71,babyagi-gpt-4,4,8,8,7,9,7,-0.166666666666666,-1.5333333333333332,-0.9000000000000004,-2.1,-0.0333333333333332,0.0
290,146,Clusmann,71,4,2,2,2,5,0,71,babyagi-gpt-4,4,8,8,7,9,7,-2.0,-2.3,-1.7666666666666666,-1.4,-0.5333333333333332,-0.0666666666666666
291,248,Truhn,71,8,6,5,5,7,0,71,babyagi-gpt-4,4,8,8,7,9,7,0.1333333333333337,-0.4333333333333335,0.7666666666666666,0.4333333333333335,-0.3666666666666662,0.0
292,345,Isabella,71,7,6,4,4,7,0,71,babyagi-gpt-4,4,8,8,7,9,7,-1.7666666666666675,-0.333333333333333,0.9333333333333332,-0.5333333333333332,0.9000000000000004,0.0
293,448,Schneider,71,7,6,6,5,7,0,71,babyagi-gpt-4,4,8,8,7,9,7,-1.5666666666666664,-1.0333333333333332,-0.0666666666666664,-1.2666666666666666,-0.6333333333333337,-0.0666666666666666
294,552,Kather,71,3,3,5,6,3,0,71,babyagi-gpt-4,4,8,8,7,9,7,-3.533333333333333,-1.2333333333333334,1.6,2.7666666666666666,-1.4000000000000004,0.0
295,50,Dyke,69,8,7,6,6,7,0,69,babyagi-gpt-4,4,9,9,8,9,8,-0.166666666666666,-0.5333333333333332,-0.9000000000000004,-1.0999999999999996,-1.0333333333333332,0.0
296,151,Clusmann,69,6,3,4,3,5,0,69,babyagi-gpt-4,4,9,9,8,9,8,0.0,-1.2999999999999998,0.2333333333333334,-0.3999999999999999,-0.5333333333333332,-0.0666666666666666
297,250,Truhn,69,9,7,4,3,8,0,69,babyagi-gpt-4,4,9,9,8,9,8,1.1333333333333335,0.5666666666666664,-0.2333333333333334,-1.5666666666666664,0.6333333333333337,0.0
298,347,Isabella,69,9,7,4,7,5,0,69,babyagi-gpt-4,4,9,9,8,9,8,0.2333333333333325,0.666666666666667,0.9333333333333332,2.466666666666667,-1.0999999999999996,0.0
299,428,Schneider,69,9,8,7,7,9,0,69,babyagi-gpt-4,4,9,9,8,9,8,0.4333333333333335,0.9666666666666668,0.9333333333333336,0.7333333333333334,1.3666666666666665,-0.0666666666666666
300,549,Kather,69,5,4,4,3,3,0,69,babyagi-gpt-4,4,9,9,8,9,8,-1.5333333333333332,-0.2333333333333334,0.6000000000000001,-0.2333333333333334,-1.4000000000000004,0.0
301,51,Dyke,32,9,8,6,6,8,0,32,gpt-3.5-turbo,4,10,9,8,10,9,0.5,-0.0999999999999996,-0.9000000000000004,-1.2999999999999998,-0.1999999999999993,-0.1
302,148,Clusmann,32,8,9,7,5,6,0,32,gpt-3.5-turbo,4,10,9,8,10,9,0.4000000000000003,1.4000000000000004,0.2999999999999998,-1.0999999999999996,-0.4000000000000003,0.0
303,244,Truhn,32,8,7,7,7,6,0,32,gpt-3.5-turbo,4,10,9,8,10,9,0.0,0.2000000000000001,1.5,1.0999999999999996,-1.2000000000000002,0.0
304,350,Isabella,32,10,10,5,10,6,0,32,gpt-3.5-turbo,4,10,9,8,10,9,0.0999999999999996,1.0,1.2999999999999998,2.7,-0.4000000000000003,0.0
305,432,Schneider,32,10,9,9,9,8,0,32,gpt-3.5-turbo,4,10,9,8,10,9,0.9000000000000004,0.5999999999999996,1.7999999999999998,1.7000000000000002,0.0999999999999996,0.0
306,546,Kather,32,6,6,5,6,5,0,32,gpt-3.5-turbo,4,10,9,8,10,9,-0.2999999999999998,0.9000000000000004,0.9000000000000004,2.2,-0.0999999999999996,0.0
307,52,Dyke,55,8,7,7,7,9,1,55,bard,4,9,8,7,8,7,-0.4000000000000003,-0.9000000000000004,-0.2000000000000001,-0.7999999999999998,0.4000000000000003,0.7
308,143,Clusmann,55,7,3,3,4,5,0,55,bard,4,9,8,7,8,7,-0.2727272727272725,-3.1818181818181817,-2.6363636363636367,-1.8181818181818183,-1.0909090909090908,-0.0909090909090909
309,247,Truhn,55,9,7,7,7,7,0,55,bard,4,9,8,7,8,7,1.0999999999999996,0.2999999999999998,2.1,1.2999999999999998,0.4000000000000003,0.0
310,353,Isabella,55,10,10,4,9,5,0,55,bard,4,9,8,7,8,7,0.6999999999999993,1.4000000000000004,0.6000000000000001,2.9000000000000004,-0.5999999999999996,0.0
311,486,Schneider,55,9,8,7,7,8,0,55,bard,4,9,8,7,8,7,0.125,-0.625,-0.5,-0.5,-0.625,-0.125
