Unnamed: 0,id,author,summary_id,accuracy,relevance,creativity,specificity,feasibility,red_flags,id_summary,model,task_index,accuracy_summary,relevance_summary,novelty,specificity_summary,feasibility_summary,accuracy_adjusted,relevance_adjusted,creativity_adjusted,specificity_adjusted,feasibility_adjusted,red_flags_adjusted
432,457,Schneider,91,9,8,6,6,9,0,91,cot-gpt-4-zero-shot-cot,6,10,9,7,9,9,-0.1999999999999993,0.0999999999999996,-1.0,-1.2000000000000002,1.2999999999999998,0.0
433,567,Kather,91,5,4,2,2,3,0,91,cot-gpt-4-zero-shot-cot,6,10,9,7,9,9,-2.3,-2.1,-2.6,-3.5,-2.8,0.0
19,4,Dyke,21,8,8,6,7,8,0,21,camel-gpt4,7,9,9,8,8,8,0.0999999999999996,0.7000000000000002,-1.0999999999999996,-0.4000000000000003,-0.3000000000000007,-0.1
20,176,Clusmann,21,8,5,6,5,5,0,21,camel-gpt4,7,9,9,8,8,8,0.7999999999999998,-1.9000000000000004,-0.9000000000000004,-1.0999999999999996,-1.2000000000000002,0.0
21,276,Truhn,21,8,8,6,7,7,0,21,camel-gpt4,7,9,9,8,8,8,0.0,1.0999999999999996,0.2000000000000001,1.0999999999999996,0.2999999999999998,0.0
22,381,Isabella,21,10,10,6,8,6,0,21,camel-gpt4,7,9,9,8,8,8,0.0,0.5999999999999996,1.2000000000000002,0.0,-0.2999999999999998,0.0
23,466,Schneider,21,8,8,7,7,7,0,21,camel-gpt4,7,9,9,8,8,8,-1.3000000000000007,0.4000000000000003,-0.2999999999999998,-0.5,-0.9000000000000004,0.0
24,575,Kather,21,5,4,3,4,3,0,21,camel-gpt4,7,9,9,8,8,8,-2.2,-1.9000000000000004,-2.2,-1.4000000000000004,-2.3,0.0
434,73,Dyke,99,8,8,7,7,8,0,99,bard,7,9,9,8,8,8,-0.4000000000000003,0.0999999999999996,-0.2000000000000001,-0.7999999999999998,-0.5999999999999996,-0.3
435,179,Clusmann,99,8,8,8,7,6,0,99,bard,7,9,9,8,8,8,0.7272727272727275,1.8181818181818183,2.3636363636363638,1.1818181818181817,-0.0909090909090908,-0.0909090909090909
436,277,Truhn,99,8,6,3,6,7,0,99,bard,7,9,9,8,8,8,0.0999999999999996,-0.7000000000000002,-1.9000000000000004,0.2999999999999998,0.4000000000000003,0.0
437,379,Isabella,99,10,9,3,6,6,0,99,bard,7,9,9,8,8,8,0.6999999999999993,0.4000000000000003,-0.3999999999999999,-0.0999999999999996,0.4000000000000003,0.0
438,580,Kather,99,6,5,2,2,3,0,99,bard,7,9,9,8,8,8,-1.0,-1.2000000000000002,-2.6,-3.1,-1.5,0.0
439,74,Dyke,11,8,7,8,7,7,0,11,gpt-4,7,9,10,8,10,8,0.2999999999999998,-1.1999999999999993,0.4000000000000003,-1.1999999999999993,-1.4000000000000004,-0.2
440,178,Clusmann,11,8,9,9,8,6,0,11,gpt-4,7,9,10,8,10,8,1.0,1.0999999999999996,2.3,1.2999999999999998,-0.5,-0.1
441,275,Truhn,11,8,8,7,7,8,0,11,gpt-4,7,9,10,8,10,8,0.0,0.7999999999999998,1.7000000000000002,0.7999999999999998,0.7000000000000002,0.0
442,380,Isabella,11,10,8,5,7,6,0,11,gpt-4,7,9,10,8,10,8,0.3000000000000007,-0.4000000000000003,0.7000000000000002,-0.7999999999999998,0.2999999999999998,0.0
443,484,Schneider,11,9,8,7,7,8,0,11,gpt-4,7,9,10,8,10,8,0.0,-0.2727272727272734,-0.2727272727272725,-0.8181818181818183,-0.3636363636363633,-0.0909090909090909
444,574,Kather,11,7,6,6,4,4,0,11,gpt-4,7,9,10,8,10,8,-0.2999999999999998,-0.0999999999999996,1.0,-0.2999999999999998,-0.5999999999999996,0.0
445,75,Dyke,35,9,8,7,8,7,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.5,-0.0999999999999996,0.0999999999999996,0.7000000000000002,-1.1999999999999993,-0.1
446,174,Clusmann,35,8,9,8,8,4,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.4000000000000003,1.4000000000000004,1.2999999999999998,1.9000000000000004,-2.4000000000000004,0.0
447,278,Truhn,35,8,7,5,5,7,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.0,0.2000000000000001,-0.5,-0.9000000000000004,-0.2000000000000001,0.0
448,384,Isabella,35,10,9,4,5,6,0,35,gpt-3.5-turbo,7,10,9,9,10,8,0.0999999999999996,0.0,0.2999999999999998,-2.3,-0.4000000000000003,0.0
449,464,Schneider,35,9,9,9,9,8,0,35,gpt-3.5-turbo,7,10,9,9,10,8,-0.0999999999999996,0.5999999999999996,1.7999999999999998,1.7000000000000002,0.0999999999999996,0.0
450,582,Kather,35,6,4,3,4,3,0,35,gpt-3.5-turbo,7,10,9,9,10,8,-0.2999999999999998,-1.0999999999999996,-1.0999999999999996,0.2000000000000001,-2.1,0.0
451,76,Dyke,1,9,8,8,7,7,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.5999999999999996,-0.5999999999999996,0.5999999999999996,-0.7000000000000002,-1.3000000000000007,0.0
452,175,Clusmann,1,8,8,6,7,5,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.5999999999999996,0.2000000000000001,-0.2999999999999998,0.9000000000000004,-1.5,0.0
453,274,Truhn,1,8,7,6,7,8,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.0,0.4000000000000003,1.2000000000000002,1.7999999999999998,0.7999999999999998,0.0
454,377,Isabella,1,10,9,5,7,7,0,1,llama-2-7b-chat,7,9,9,8,8,7,0.5,0.6999999999999993,0.0999999999999996,-0.2999999999999998,0.4000000000000003,0.0
455,473,Schneider,1,9,7,5,6,7,0,1,llama-2-7b-chat,7,9,9,8,8,7,-0.1999999999999993,-0.5,-1.4000000000000004,-0.7000000000000002,-0.5999999999999996,0.0
456,573,Kather,1,6,5,4,3,3,0,1,llama-2-7b-chat,7,9,9,8,8,7,-0.5999999999999996,-0.5999999999999996,-0.5999999999999996,-1.5999999999999996,-1.5999999999999996,0.0
457,77,Dyke,82,9,8,7,6,7,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.8333333333333339,0.4666666666666668,0.0999999999999996,-1.0999999999999996,-1.0333333333333332,0.0
458,181,Clusmann,82,6,3,4,4,5,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.0,-1.2999999999999998,0.2333333333333334,0.6000000000000001,-0.5333333333333332,-0.0666666666666666
459,279,Truhn,82,8,7,7,7,8,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.1333333333333337,0.5666666666666664,2.7666666666666666,2.4333333333333336,0.6333333333333337,0.0
460,382,Isabella,82,10,9,3,5,6,0,82,babyagi-gpt-4,7,10,10,8,10,9,1.2333333333333325,2.666666666666667,-0.0666666666666668,0.4666666666666668,-0.0999999999999996,0.0
461,440,Schneider,82,8,5,5,5,9,0,82,babyagi-gpt-4,7,10,10,8,10,9,-0.5666666666666664,-2.033333333333333,-1.0666666666666664,-1.2666666666666666,1.3666666666666665,-0.0666666666666666
462,576,Kather,82,7,4,3,2,4,0,82,babyagi-gpt-4,7,10,10,8,10,9,0.4666666666666668,-0.2333333333333334,-0.3999999999999999,-1.2333333333333334,-0.4000000000000003,0.0
463,78,Dyke,70,8,7,8,7,8,0,70,babyagi-gpt-4,7,9,10,8,10,8,-0.166666666666666,-0.5333333333333332,1.0999999999999996,-0.0999999999999996,-0.0333333333333332,0.0
464,172,Clusmann,70,8,7,3,3,5,0,70,babyagi-gpt-4,7,9,10,8,10,8,2.0,2.7,-0.7666666666666666,-0.3999999999999999,-0.5333333333333332,-0.0666666666666666
465,273,Truhn,70,8,8,5,6,8,0,70,babyagi-gpt-4,7,9,10,8,10,8,0.1333333333333337,1.5666666666666664,0.7666666666666666,1.4333333333333336,0.6333333333333337,0.0
466,378,Isabella,70,10,6,2,3,3,0,70,babyagi-gpt-4,7,9,10,8,10,8,1.2333333333333325,-0.333333333333333,-1.0666666666666669,-1.5333333333333332,-3.1,0.0
467,474,Schneider,70,9,6,5,5,7,0,70,babyagi-gpt-4,7,9,10,8,10,8,0.4333333333333335,-1.0333333333333332,-1.0666666666666664,-1.2666666666666666,-0.6333333333333337,-0.0666666666666666
468,581,Kather,70,6,5,4,4,3,0,70,babyagi-gpt-4,7,9,10,8,10,8,-0.5333333333333332,0.7666666666666666,0.6000000000000001,0.7666666666666666,-1.4000000000000004,0.0
469,79,Dyke,74,8,7,5,6,7,0,74,babyagi-gpt-4,7,9,9,8,10,9,-0.166666666666666,-0.5333333333333332,-1.9000000000000004,-1.0999999999999996,-1.0333333333333332,0.0
470,177,Clusmann,74,6,3,3,3,5,0,74,babyagi-gpt-4,7,9,9,8,10,9,0.0,-1.2999999999999998,-0.7666666666666666,-0.3999999999999999,-0.5333333333333332,-0.0666666666666666
471,281,Truhn,74,8,7,5,4,7,0,74,babyagi-gpt-4,7,9,9,8,10,9,0.1333333333333337,0.5666666666666664,0.7666666666666666,-0.5666666666666664,-0.3666666666666662,0.0
472,376,Isabella,74,10,7,2,3,3,0,74,babyagi-gpt-4,7,9,9,8,10,9,1.2333333333333325,0.666666666666667,-1.0666666666666669,-1.5333333333333332,-3.1,0.0
473,495,Schneider,74,9,5,5,4,8,0,74,babyagi-gpt-4,7,9,9,8,10,9,0.4333333333333335,-2.033333333333333,-1.0666666666666664,-2.2666666666666666,0.3666666666666662,-0.0666666666666666
474,578,Kather,74,6,6,3,3,3,0,74,babyagi-gpt-4,7,9,9,8,10,9,-0.5333333333333332,1.7666666666666666,-0.3999999999999999,-0.2333333333333334,-1.4000000000000004,0.0
475,80,Dyke,43,8,6,6,6,7,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-0.1999999999999993,-1.5999999999999996,-1.4000000000000004,-1.5999999999999996,-1.0,-0.1
476,180,Clusmann,43,8,8,6,6,6,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,0.7999999999999998,0.7999999999999998,-0.0999999999999996,-0.2000000000000001,-0.5999999999999996,0.0
477,280,Truhn,43,8,6,5,5,7,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-0.1999999999999993,-0.9000000000000004,0.0999999999999996,-0.5999999999999996,-0.4000000000000003,0.0
478,383,Isabella,43,10,9,4,6,6,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,0.3000000000000007,0.0999999999999996,-0.2000000000000001,-1.2000000000000002,-0.2000000000000001,0.0
479,494,Schneider,43,9,5,5,6,8,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-0.3636363636363633,-2.8181818181818183,-1.9090909090909087,-1.636363636363637,-0.1818181818181816,0.0
480,577,Kather,43,5,4,2,2,2,0,43,cot-gpt-4-manual-cot,7,8,7,7,8,8,-2.2,-1.2000000000000002,-2.5,-2.0,-2.4000000000000004,0.0
481,81,Dyke,98,9,9,8,8,9,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.5,1.0,0.2999999999999998,0.0,0.6999999999999993,-0.2
482,173,Clusmann,98,8,9,9,6,7,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.9000000000000004,2.1,2.7,0.0999999999999996,0.2999999999999998,0.0
483,272,Truhn,98,8,8,5,7,8,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.2000000000000001,0.7999999999999998,0.0,1.4000000000000004,0.5,0.0
484,375,Isabella,98,10,10,5,8,3,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,0.3000000000000007,1.0,0.4000000000000003,0.2000000000000001,-2.8,0.0
485,471,Schneider,98,9,6,7,7,7,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,-0.1999999999999993,-1.9000000000000004,0.0,-0.2000000000000001,-0.7000000000000002,0.0
486,579,Kather,98,7,1,2,2,2,0,98,cot-gpt-4-zero-shot-cot,7,10,10,9,10,9,-0.2999999999999998,-5.1,-2.6,-3.5,-3.8,0.0
0,1,Dyke,25,9,8,7,6,9,0,25,camel-gpt4,8,9,10,9,10,8,1.0999999999999996,0.7000000000000002,-0.0999999999999996,-1.4000000000000004,0.6999999999999993,-0.1
1,188,Clusmann,25,8,7,6,6,6,0,25,camel-gpt4,8,9,10,9,10,8,0.7999999999999998,0.0999999999999996,-0.9000000000000004,-0.0999999999999996,-0.2000000000000001,0.0
2,290,Truhn,25,8,5,6,5,7,0,25,camel-gpt4,8,9,10,9,10,8,0.0,-1.9000000000000004,0.2000000000000001,-0.9000000000000004,0.2999999999999998,0.0
3,388,Isabella,25,10,10,4,9,7,0,25,camel-gpt4,8,9,10,9,10,8,0.0,0.5999999999999996,-0.7999999999999998,1.0,0.7000000000000002,0.0
4,437,Schneider,25,9,9,7,7,8,0,25,camel-gpt4,8,9,10,9,10,8,-0.3000000000000007,1.4000000000000004,-0.2999999999999998,-0.5,0.0999999999999996,0.0
5,587,Kather,25,8,4,3,4,4,0,25,camel-gpt4,8,9,10,9,10,8,0.7999999999999998,-1.9000000000000004,-2.2,-1.4000000000000004,-1.2999999999999998,0.0
487,82,Dyke,61,9,8,7,7,8,0,61,babyagi-gpt-4,8,9,10,8,8,8,0.8333333333333339,0.4666666666666668,0.0999999999999996,-0.0999999999999996,-0.0333333333333332,0.0
488,189,Clusmann,61,7,5,5,6,6,0,61,babyagi-gpt-4,8,9,10,8,8,8,1.0,0.7000000000000002,1.2333333333333334,2.6,0.4666666666666668,-0.0666666666666666
489,282,Truhn,61,8,6,5,5,7,0,61,babyagi-gpt-4,8,9,10,8,8,8,0.1333333333333337,-0.4333333333333335,0.7666666666666666,0.4333333333333335,-0.3666666666666662,0.0
490,390,Isabella,61,10,5,3,2,5,0,61,babyagi-gpt-4,8,9,10,8,8,8,1.2333333333333325,-1.333333333333333,-0.0666666666666668,-2.533333333333333,-1.0999999999999996,0.0
491,470,Schneider,61,9,6,6,8,8,0,61,babyagi-gpt-4,8,9,10,8,8,8,0.4333333333333335,-1.0333333333333332,-0.0666666666666664,1.7333333333333334,0.3666666666666662,-0.0666666666666666
492,591,Kather,61,6,3,2,1,2,0,61,babyagi-gpt-4,8,9,10,8,8,8,-0.5333333333333332,-1.2333333333333334,-1.4,-2.2333333333333334,-2.4000000000000004,0.0
493,83,Dyke,12,9,8,8,8,8,0,12,gpt-4,8,9,10,8,10,7,1.2999999999999998,-0.1999999999999993,0.4000000000000003,-0.1999999999999993,-0.4000000000000003,-0.2
494,191,Clusmann,12,7,7,7,8,6,0,12,gpt-4,8,9,10,8,10,7,0.0,-0.9000000000000004,0.2999999999999998,1.2999999999999998,-0.5,-0.1
495,283,Truhn,12,8,7,7,7,7,0,12,gpt-4,8,9,10,8,10,7,0.0,-0.2000000000000001,1.7000000000000002,0.7999999999999998,-0.2999999999999998,0.0
496,393,Isabella,12,10,8,5,9,8,0,12,gpt-4,8,9,10,8,10,7,0.3000000000000007,-0.4000000000000003,0.7000000000000002,1.2000000000000002,2.3,0.0
497,456,Schneider,12,10,10,8,10,8,0,12,gpt-4,8,9,10,8,10,7,1.0,1.7272727272727266,0.7272727272727275,2.1818181818181817,-0.3636363636363633,-0.0909090909090909
498,590,Kather,12,6,4,3,2,3,0,12,gpt-4,8,9,10,8,10,7,-1.2999999999999998,-2.1,-2.0,-2.3,-1.5999999999999996,0.0
499,84,Dyke,94,7,8,7,7,8,0,94,cot-gpt-4-zero-shot-cot,8,8,9,8,10,7,-1.5,0.0,-0.7000000000000002,-1.0,-0.3000000000000007,-0.2
500,183,Clusmann,94,7,7,7,7,7,0,94,cot-gpt-4-zero-shot-cot,8,8,9,8,10,7,-0.0999999999999996,0.0999999999999996,0.7000000000000002,1.0999999999999996,0.2999999999999998,0.0
501,288,Truhn,94,8,7,6,6,8,0,94,cot-gpt-4-zero-shot-cot,8,8,9,8,10,7,0.2000000000000001,-0.2000000000000001,1.0,0.4000000000000003,0.5,0.0
502,392,Isabella,94,10,9,5,8,8,0,94,cot-gpt-4-zero-shot-cot,8,8,9,8,10,7,0.3000000000000007,0.0,0.4000000000000003,0.2000000000000001,2.2,0.0
503,450,Schneider,94,10,9,9,9,7,0,94,cot-gpt-4-zero-shot-cot,8,8,9,8,10,7,0.8000000000000007,1.0999999999999996,2.0,1.7999999999999998,-0.7000000000000002,0.0
504,588,Kather,94,7,7,3,9,7,0,94,cot-gpt-4-zero-shot-cot,8,8,9,8,10,7,-0.2999999999999998,0.9000000000000004,-1.5999999999999996,3.5,1.2000000000000002,0.0
505,85,Dyke,51,8,9,8,8,9,0,51,bard,8,8,9,7,9,7,-0.4000000000000003,1.0999999999999996,0.7999999999999998,0.2000000000000001,0.4000000000000003,-0.3
506,184,Clusmann,51,7,6,6,6,6,0,51,bard,8,8,9,7,9,7,-0.2727272727272725,-0.1818181818181816,0.3636363636363633,0.1818181818181816,-0.0909090909090908,-0.0909090909090909
507,289,Truhn,51,8,7,6,6,7,0,51,bard,8,8,9,7,9,7,0.0999999999999996,0.2999999999999998,1.0999999999999996,0.2999999999999998,0.4000000000000003,0.0
508,386,Isabella,51,10,10,4,8,8,0,51,bard,8,8,9,7,9,7,0.6999999999999993,1.4000000000000004,0.6000000000000001,1.9000000000000004,2.4000000000000004,0.0
509,449,Schneider,51,10,9,7,8,7,0,51,bard,8,8,9,7,9,7,1.125,0.375,-0.5,0.5,-1.625,-0.125
510,592,Kather,51,7,6,4,4,5,0,51,bard,8,8,9,7,9,7,0.0,-0.2000000000000001,-0.5999999999999996,-1.0999999999999996,0.5,0.0
511,86,Dyke,45,8,8,8,8,9,0,45,cot-gpt-4-manual-cot,8,8,9,7,9,8,-0.1999999999999993,0.4000000000000003,0.5999999999999996,0.4000000000000003,1.0,-0.1
512,187,Clusmann,45,7,8,8,7,6,0,45,cot-gpt-4-manual-cot,8,8,9,7,9,8,-0.2000000000000001,0.7999999999999998,1.9000000000000004,0.7999999999999998,-0.5999999999999996,0.0
513,291,Truhn,45,8,7,7,6,7,0,45,cot-gpt-4-manual-cot,8,8,9,7,9,8,-0.1999999999999993,0.0999999999999996,2.1,0.4000000000000003,-0.4000000000000003,0.0
514,389,Isabella,45,10,10,5,7,7,0,45,cot-gpt-4-manual-cot,8,8,9,7,9,8,0.3000000000000007,1.0999999999999996,0.7999999999999998,-0.2000000000000001,0.7999999999999998,0.0
515,491,Schneider,45,9,5,5,5,6,0,45,cot-gpt-4-manual-cot,8,8,9,7,9,8,-0.3636363636363633,-2.8181818181818183,-1.9090909090909087,-2.6363636363636367,-2.1818181818181817,0.0
516,584,Kather,45,8,6,7,5,7,0,45,cot-gpt-4-manual-cot,8,8,9,7,9,8,0.7999999999999998,0.7999999999999998,2.5,1.0,2.6,0.0
517,87,Dyke,68,9,7,7,7,9,0,68,babyagi-gpt-4,8,8,8,7,10,9,0.8333333333333339,-0.5333333333333332,0.0999999999999996,-0.0999999999999996,0.9666666666666668,0.0
518,182,Clusmann,68,7,7,6,6,6,0,68,babyagi-gpt-4,8,8,8,7,10,9,1.0,2.7,2.2333333333333334,2.6,0.4666666666666668,-0.0666666666666666
519,287,Truhn,68,8,7,7,6,7,0,68,babyagi-gpt-4,8,8,8,7,10,9,0.1333333333333337,0.5666666666666664,2.7666666666666666,1.4333333333333336,-0.3666666666666662,0.0
520,391,Isabella,68,9,8,4,6,7,0,68,babyagi-gpt-4,8,8,8,7,10,9,0.2333333333333325,1.666666666666667,0.9333333333333332,1.4666666666666668,0.9000000000000004,0.0
521,413,Schneider,68,8,7,7,7,9,0,68,babyagi-gpt-4,8,8,8,7,10,9,-0.5666666666666664,-0.0333333333333332,0.9333333333333336,0.7333333333333334,1.3666666666666665,-0.0666666666666666
522,583,Kather,68,6,5,3,3,2,0,68,babyagi-gpt-4,8,8,8,7,10,9,-0.5333333333333332,0.7666666666666666,-0.3999999999999999,-0.2333333333333334,-2.4000000000000004,0.0
523,88,Dyke,31,9,8,7,8,9,0,31,gpt-3.5-turbo,8,9,9,8,10,7,0.5,-0.0999999999999996,0.0999999999999996,0.7000000000000002,0.8000000000000007,-0.1
524,185,Clusmann,31,7,6,5,5,6,0,31,gpt-3.5-turbo,8,9,9,8,10,7,-0.5999999999999996,-1.5999999999999996,-1.7000000000000002,-1.0999999999999996,-0.4000000000000003,0.0
525,285,Truhn,31,8,7,6,5,8,0,31,gpt-3.5-turbo,8,9,9,8,10,7,0.0,0.2000000000000001,0.5,-0.9000000000000004,0.7999999999999998,0.0
526,387,Isabella,31,10,10,3,5,7,0,31,gpt-3.5-turbo,8,9,9,8,10,7,0.0999999999999996,1.0,-0.7000000000000002,-2.3,0.5999999999999996,0.0
527,453,Schneider,31,10,8,6,5,7,0,31,gpt-3.5-turbo,8,9,9,8,10,7,0.9000000000000004,-0.4000000000000003,-1.2000000000000002,-2.3,-0.9000000000000004,0.0
528,585,Kather,31,4,2,3,2,4,0,31,gpt-3.5-turbo,8,9,9,8,10,7,-2.3,-3.1,-1.0999999999999996,-1.7999999999999998,-1.0999999999999996,0.0
529,89,Dyke,2,7,8,7,8,8,0,2,llama-2-7b-chat,8,9,10,7,10,8,-1.4000000000000004,-0.5999999999999996,-0.4000000000000003,0.2999999999999998,-0.3000000000000007,0.0
530,186,Clusmann,2,7,7,6,6,6,0,2,llama-2-7b-chat,8,9,10,7,10,8,-0.4000000000000003,-0.7999999999999998,-0.2999999999999998,-0.0999999999999996,-0.5,0.0
531,284,Truhn,2,8,6,4,5,7,0,2,llama-2-7b-chat,8,9,10,7,10,8,0.0,-0.5999999999999996,-0.7999999999999998,-0.2000000000000001,-0.2000000000000001,0.0
532,394,Isabella,2,9,5,10,4,6,0,2,llama-2-7b-chat,8,9,10,7,10,8,-0.5,-3.3000000000000007,5.1,-3.3,-0.5999999999999996,0.0
533,454,Schneider,2,9,8,7,6,8,0,2,llama-2-7b-chat,8,9,10,7,10,8,-0.1999999999999993,0.5,0.5999999999999996,-0.7000000000000002,0.4000000000000003,0.0
534,586,Kather,2,6,5,4,3,4,0,2,llama-2-7b-chat,8,9,10,7,10,8,-0.5999999999999996,-0.5999999999999996,-0.5999999999999996,-1.5999999999999996,-0.5999999999999996,0.0
535,90,Dyke,88,8,7,7,8,8,0,88,babyagi-gpt-4,8,9,10,8,10,8,-0.166666666666666,-0.5333333333333332,0.0999999999999996,0.9000000000000004,-0.0333333333333332,0.0
536,190,Clusmann,88,7,7,6,6,6,0,88,babyagi-gpt-4,8,9,10,8,10,8,1.0,2.7,2.2333333333333334,2.6,0.4666666666666668,-0.0666666666666666
537,286,Truhn,88,8,7,6,7,8,0,88,babyagi-gpt-4,8,9,10,8,10,8,0.1333333333333337,0.5666666666666664,1.7666666666666666,2.4333333333333336,0.6333333333333337,0.0
538,385,Isabella,88,10,9,3,6,7,0,88,babyagi-gpt-4,8,9,10,8,10,8,1.2333333333333325,2.666666666666667,-0.0666666666666668,1.4666666666666668,0.9000000000000004,0.0
